month_date,latitude,longitude,magnitude,depth,sig,mmi,cdi
2013-09-01,-7.44,128.221,6.5,112.0,668,5,4
2013-08-01,51.537,-175.23,7.0,29.0,758,6,5
2013-08-01,-41.734,174.152,6.5,8.2,690,7,9
2013-08-01,5.7732,-78.1999,6.7,12.0,715,5,4
2013-07-01,-41.704,174.337,6.5,17.0,693,7,6
2013-07-01,-60.857,-25.07,7.3,11.0,820,6,0
2013-07-01,-6.029,149.706,6.6,56.0,674,6,4
2013-07-01,-3.917,153.927,7.3,385.5,820,4,0
2013-06-01,10.701,-42.594,6.6,10.0,670,7,0
2013-06-01,11.763,-86.926,6.5,30.0,679,6,5
2013-06-01,-10.004,107.236,6.7,9.0,710,4,5
2013-05-01,52.235,151.444,6.7,624.0,691,3,0
2013-05-01,54.892,153.221,8.3,598.1,1115,5,5
2013-05-01,-23.009,-177.232,7.4,173.7,842,6,0
2013-05-01,18.728,145.288,6.8,602.2,711,3,0
2013-04-01,-3.898,152.127,6.5,10.0,650,6,0
2013-04-01,30.308,102.888,6.6,14.0,2083,8,8
2013-04-01,46.221,150.788,7.2,110.0,804,7,5
2013-04-01,-3.214,142.542,6.6,13.0,672,7,7
2013-04-01,28.033,61.996,7.7,80.0,1421,8,8
2013-04-01,-6.475,154.607,6.6,31.0,670,5,0
2013-04-01,-3.517,138.476,7.0,66.0,755,7,3
2013-03-01,-6.598,148.174,6.5,28.0,650,6,0
2013-03-01,50.958,157.408,6.5,29.0,651,6,3
2013-02-01,50.954,157.283,6.9,41.0,736,6,5
2013-02-01,67.631,142.508,6.6,11.0,670,7,0
2013-02-01,-10.994,165.741,6.6,18.0,670,6,0
2013-02-01,1.135,-77.393,6.9,145.0,904,5,5
2013-02-01,-10.928,166.018,7.1,21.0,780,6,9
2013-02-01,-10.838,165.969,6.8,12.0,711,7,0
2013-02-01,-10.997,165.655,6.7,11.0,691,6,0
2013-02-01,-10.499,165.588,7.0,8.8,754,6,0
2013-02-01,-11.183,164.882,7.1,10.0,776,5,0
2013-02-01,-10.799,165.114,8.0,24.0,993,7,8
2013-02-01,42.77,143.092,6.9,107.0,814,7,6
2013-01-01,-28.094,-70.653,6.8,45.0,771,7,6
2013-01-01,55.228,-134.859,7.5,8.7,1425,6,6
2012-12-01,-14.344,167.286,6.7,200.7,691,4,0
2012-12-01,-6.533,129.825,7.1,155.0,843,5,5
2012-12-01,37.89,143.949,7.3,31.0,1014,5,6
2012-11-01,14.129,-92.164,6.5,20.0,708,5,4
2012-11-01,23.005,95.885,6.8,13.7,795,6,7
2012-11-01,13.988,-91.895,7.4,24.0,1455,7,8
2012-10-01,52.788,-132.101,7.8,14.0,1726,7,8
2012-10-01,10.086,-85.298,6.5,17.0,745,6,6
2012-10-01,-4.892,134.03,6.6,13.0,675,5,3
2012-09-01,1.929,-76.362,7.3,170.0,1221,6,7
2012-09-01,10.085,-85.315,7.6,35.0,1555,7,8
2012-08-01,10.811,126.638,7.6,28.0,1115,5,8
2012-08-01,12.139,-88.59,7.3,28.0,994,5,5
2012-08-01,2.19,126.837,6.6,91.1,678,5,4
2012-08-01,49.8,145.064,7.7,583.2,941,4,7
2012-07-01,-4.651,153.173,6.5,41.0,653,6,5
2012-04-01,-18.685,-174.705,6.6,134.7,675,5,4
2012-04-01,-1.617,134.276,6.7,16.0,691,7,0
2012-04-01,-5.462,147.117,6.8,198.0,732,5,6
2012-04-01,-32.625,-71.365,6.7,29.0,691,7,0
2012-04-01,28.696,-113.104,7.0,13.0,1000,7,7
2012-04-01,18.229,-102.689,6.5,20.0,1171,6,7
2012-04-01,0.802,92.463,8.2,25.1,1213,6,9
2012-04-01,2.327,93.063,8.6,20.0,2048,7,9
2012-03-01,-35.2,-72.217,7.1,40.7,1496,7,7
2012-03-01,-6.242,145.955,6.6,118.0,709,6,6
2012-03-01,16.493,-98.231,7.4,20.0,1752,8,9
2012-02-01,51.708,95.991,6.7,12.0,833,7,7
2012-02-01,9.999,123.206,6.7,11.0,1551,7,9
2012-02-01,-17.827,167.133,7.1,23.0,793,5,5
2012-01-01,2.433,93.21,7.2,19.0,838,4,4
2011-12-01,51.842,95.911,6.6,15.0,670,7,0
2011-12-01,-7.551,146.809,7.1,135.0,834,6,6
2011-12-01,17.986,-99.789,6.5,59.0,1400,7,8
2011-10-01,-14.438,-75.966,6.9,24.0,847,7,6
2011-10-01,38.721,43.508,7.1,18.0,1096,9,9
2011-10-01,-6.57,147.881,6.5,37.0,655,6,3
2011-09-01,27.73,88.155,6.9,50.0,1562,8,8
2011-09-01,40.273,142.779,6.7,30.0,712,5,5
2011-09-01,2.965,97.893,6.7,91.0,915,6,5
2011-09-01,-20.671,169.716,7.0,185.1,761,5,7
2011-08-01,-7.641,-74.525,7.0,147.0,913,6,6
2011-08-01,-18.311,168.218,7.1,28.0,787,6,5
2011-08-01,-18.308,168.156,6.5,35.0,650,5,0
2011-08-01,-18.365,168.143,7.2,32.0,813,6,8
2011-07-01,-3.518,144.828,6.6,10.0,674,6,3
2011-07-01,-29.539,-176.34,7.6,17.0,893,7,3
2011-06-01,39.955,142.205,6.7,33.0,749,6,6
2011-05-01,-20.244,168.226,6.8,11.0,734,5,4
2011-04-01,-10.375,161.2,6.8,79.0,719,6,5
2011-04-01,37.001,140.401,6.6,11.0,822,7,7
2011-04-01,38.276,141.588,7.1,42.0,1114,8,8
2011-04-01,17.208,-94.338,6.6,166.2,897,6,7
2011-03-01,20.687,99.822,6.9,8.0,1154,9,7
2011-03-01,39.241,142.463,6.6,25.7,673,5,6
2011-03-01,36.166,141.562,6.5,6.8,650,4,0
2011-03-01,38.058,144.59,7.7,18.6,931,4,7
2011-03-01,36.281,141.111,7.9,42.6,1140,7,8
2011-03-01,38.297,142.373,9.1,29.0,2184,8,9
2011-03-01,38.435,142.842,7.3,32.0,972,5,5
2011-02-01,-35.38,-72.834,6.7,21.0,731,6,5
2011-02-01,-36.422,-72.96,6.9,26.0,988,7,7
2011-01-01,28.777,63.951,7.2,68.0,1449,7,7
2011-01-01,-20.628,168.471,7.0,9.0,755,5,2
2011-01-01,-38.355,-73.326,7.2,24.0,1054,7,8
2010-12-01,-19.702,167.947,7.3,16.0,820,5,0
2010-12-01,28.412,59.18,6.7,12.0,708,7,3
2010-12-01,-6.001,149.977,6.6,33.0,670,6,0
2010-10-01,-3.487,100.082,7.8,20.1,946,7,4
2010-10-01,24.696,-109.156,6.7,13.0,776,5,5
2010-09-01,-4.963,133.76,7.0,26.0,772,5,8
2010-09-01,-43.522,171.83,7.0,12.0,1245,8,8
2010-08-01,-1.266,-77.306,7.1,206.7,945,5,6
2010-08-01,-17.541,168.069,7.3,25.0,850,7,7
2010-08-01,-5.746,150.765,7.0,44.0,757,6,4
2010-08-01,-5.486,146.822,6.5,220.0,659,4,5
2010-07-01,6.497,123.48,7.6,578.0,902,3,5
2010-07-01,-5.931,150.59,7.3,35.0,831,7,8
2010-07-01,-5.966,150.428,6.9,28.0,737,7,4
2010-07-01,-38.067,-73.31,6.6,22.0,753,7,6
2010-06-01,-10.627,161.447,6.7,35.0,696,6,5
2010-06-01,-2.329,136.484,6.6,10.5,670,7,0
2010-06-01,-2.174,136.543,7.0,18.0,755,7,3
2010-06-01,7.881,91.936,7.5,35.0,1144,5,6
2010-05-01,-13.698,166.643,7.2,31.0,804,6,5
2010-05-01,3.748,96.018,7.2,38.0,918,6,5
2010-04-01,33.165,96.548,6.9,17.0,773,9,6
2010-04-01,-10.878,161.116,6.9,21.0,740,5,4
2010-04-01,2.383,97.048,7.8,31.0,936,7,0
2010-04-01,32.2862,-115.295,7.2,9.987,2910,9,9
2010-03-01,13.667,92.831,6.6,34.0,701,6,5
2010-03-01,-36.217,-73.257,6.7,18.0,856,6,5
2010-03-01,37.745,141.59,6.5,32.0,810,5,6
2010-03-01,-34.326,-71.799,7.0,18.0,874,7,7
2010-03-01,-34.29,-71.891,6.9,11.0,1280,7,7
2010-03-01,-3.762,100.991,6.8,26.0,717,6,4
2010-03-01,-36.665,-73.374,6.6,18.0,736,7,7
2010-03-01,-13.571,167.227,6.5,176.0,650,4,0
2010-02-01,-37.773,-75.048,7.4,35.0,842,5,0
2010-02-01,-36.122,-72.898,8.8,22.9,1991,8,8
2010-02-01,25.93,128.425,7.0,25.0,1180,6,6
2010-01-01,18.443,-72.571,7.0,13.0,1623,9,9
2010-01-01,40.652,-124.692,6.5,28.737,1360,7,7
2010-01-01,-9.019,157.551,6.8,15.4,713,6,3
2010-01-01,-8.783,157.354,7.1,10.0,780,7,5
2010-01-01,-8.726,157.487,6.6,10.0,672,7,5
2009-11-01,-19.394,-70.321,6.5,27.0,698,7,6
2009-11-01,-17.239,178.331,7.3,595.0,820,4,0
2009-11-01,-8.207,118.631,6.6,18.0,677,6,7
2009-10-01,29.218,129.782,6.8,34.0,711,6,0
2009-10-01,-6.133,130.385,6.9,130.0,972,6,4
2009-10-01,-13.298,165.91,6.8,35.0,711,5,0
2009-10-01,-13.093,166.497,7.4,31.1,842,7,0
2009-10-01,-12.517,166.382,7.8,35.0,936,6,0
2009-10-01,-13.006,166.51,7.7,45.0,916,7,4
2009-10-01,-2.482,101.524,6.6,9.0,787,7,7
2009-09-01,-0.72,99.867,7.6,81.0,1639,8,8
2009-09-01,-15.489,-172.095,8.1,18.0,1055,6,7
2009-09-01,-7.782,107.297,7.0,46.0,1175,7,7
2009-08-01,-1.479,99.49,6.7,20.0,753,6,5
2009-08-01,32.821,140.395,6.6,53.0,703,5,4
2009-08-01,14.099,92.902,7.5,24.0,1248,6,7
2009-08-01,33.167,137.944,7.1,292.0,1005,4,5
2009-08-01,29.039,-112.903,6.9,10.0,1202,7,5
2009-07-01,-45.762,166.562,7.8,12.0,1165,8,6
2009-06-01,-5.157,153.782,6.7,64.0,693,5,5
2009-05-01,16.731,-86.217,7.3,19.0,1560,8,7
2009-03-01,-23.043,-174.66,7.6,31.0,916,5,7
2009-02-01,3.886,126.387,7.2,20.0,802,7,3
2009-01-01,-0.691,133.305,7.4,23.0,846,7,7
2009-01-01,36.419,70.743,6.6,204.8,765,4,5
2009-01-01,-0.414,132.885,7.7,17.0,918,7,5
2008-11-01,1.271,122.091,7.4,30.0,848,7,9
2008-10-01,14.423,-92.364,6.7,24.0,731,6,5
2008-10-01,39.533,73.824,6.7,27.4,691,6,0
2008-09-01,41.892,143.754,6.8,25.0,711,6,0
2008-09-01,1.885,127.363,6.6,96.0,670,6,0
2008-09-01,-13.501,166.967,6.9,110.0,732,6,0
2008-08-01,30.901,83.52,6.7,12.0,692,7,4
2008-07-01,39.802,141.464,6.8,108.0,1046,7,8
2008-07-01,37.552,142.214,7.0,22.0,840,5,5
2008-07-01,37.55,142.714,6.9,25.5,825,5,5
2008-06-01,11.005,91.824,6.6,17.0,680,5,4
2008-06-01,39.03,140.881,6.9,7.8,888,8,7
2008-05-01,31.002,103.322,7.9,19.0,1870,9,9
2008-05-01,36.164,141.526,6.9,27.0,910,5,5
2008-04-01,-20.071,168.892,7.3,33.0,820,6,0
2008-03-01,35.49,81.467,7.2,10.0,798,7,0
2008-03-01,13.351,125.63,6.9,24.0,740,5,4
2008-02-01,-2.245,99.808,6.7,25.0,696,6,5
2008-02-01,-2.332,99.891,6.6,25.0,674,6,4
2008-02-01,-2.486,99.972,7.2,25.0,832,7,4
2008-02-01,-2.405,99.931,6.5,22.0,654,6,4
2008-02-01,2.768,95.964,7.4,26.0,914,7,5
2008-02-01,36.345,21.863,6.5,28.0,692,5,8
2008-02-01,36.501,21.67,6.9,29.0,941,6,6
2008-02-01,16.357,-94.304,6.5,83.0,723,6,7
2007-12-01,-39.011,178.291,6.6,20.0,808,6,7
2007-12-01,-22.954,-70.182,6.7,45.0,704,7,5
2007-11-01,14.944,-61.274,7.4,156.0,1542,7,7
2007-11-01,-10.95,162.149,6.6,16.0,672,6,3
2007-11-01,-8.224,118.467,6.5,18.0,653,7,5
2007-11-01,-8.292,118.37,6.5,20.0,657,7,7
2007-11-01,-5.757,147.098,6.8,53.0,722,6,6
2007-11-01,-2.312,-77.838,6.8,122.9,790,6,7
2007-11-01,-22.925,-70.237,6.8,26.0,716,7,6
2007-11-01,-22.247,-69.89,7.7,40.0,995,7,8
2007-10-01,-3.899,101.02,6.8,21.0,713,5,3
2007-10-01,-44.796,167.553,6.8,18.0,744,7,4
2007-09-01,-4.99,153.5,6.8,40.0,713,5,4
2007-09-01,-1.999,100.141,6.7,30.0,696,5,3
2007-09-01,-2.13,99.627,7.0,22.0,768,7,4
2007-09-01,-1.689,99.668,6.5,28.9,650,5,0
2007-09-01,-2.625,100.841,7.9,35.0,1133,7,8
2007-09-01,-2.52,100.139,7.8,40.5,1152,8,7
2007-09-01,-4.438,101.367,8.4,34.0,1086,6,0
2007-09-01,2.966,-77.963,6.8,15.0,747,6,5
2007-09-01,-11.61,165.762,7.2,35.0,798,5,0
2007-08-01,-9.834,159.465,6.5,15.0,675,6,5
2007-08-01,-13.386,-76.603,8.0,39.0,1385,8,9
2007-08-01,-5.859,107.419,7.5,280.0,865,5,0
2007-08-01,-15.595,167.68,7.2,120.0,803,7,7
2007-07-01,2.872,127.464,6.9,25.0,734,5,3
2007-07-01,36.808,134.85,6.8,350.4,779,4,5
2007-07-01,37.535,138.446,6.6,12.0,831,8,8
2007-06-01,13.554,-90.618,6.7,23.0,972,6,6
2007-04-01,-7.306,155.741,6.9,10.0,732,7,0
2007-04-01,-7.169,155.777,6.6,10.0,670,7,0
2007-04-01,-8.466,157.043,8.1,24.0,1025,8,9
2007-03-01,37.336,136.588,6.7,8.0,782,8,7
2007-03-01,-20.617,169.357,7.1,34.0,779,6,3
2007-02-01,-1.034,126.976,6.7,12.0,691,6,0
2007-01-01,1.065,126.282,7.5,22.0,874,5,6
2007-01-01,46.243,154.524,8.1,10.0,1034,5,4
2006-12-01,21.974,120.493,6.9,10.0,798,7,6
2006-12-01,21.799,120.547,7.1,10.0,1023,7,8
2006-11-01,46.592,153.266,8.3,10.0,1064,7,4
2006-11-01,-6.482,151.195,6.6,11.0,670,6,0
2006-10-01,-13.457,-76.677,6.7,23.0,732,6,5
2006-10-01,-5.881,150.982,6.7,32.0,692,6,5
2006-10-01,19.877,-155.935,6.7,38.182,1481,9,8
2006-09-01,-16.592,-172.033,6.9,28.0,737,3,3
2006-09-01,-6.759,155.512,6.8,38.0,711,6,0
2006-08-01,51.148,157.522,6.5,43.0,650,6,0
2006-08-01,-15.798,167.789,6.8,150.0,713,5,5
2006-07-01,-9.284,107.419,7.7,20.0,947,5,7
2006-05-01,-5.724,151.133,6.5,34.0,650,6,0
2006-05-01,60.772,165.743,6.6,19.0,670,7,0
2006-05-01,0.093,97.05,6.8,12.0,719,5,4
2006-05-01,-20.187,-174.123,8.0,55.0,1013,7,7
2006-05-01,-19.99,-173.907,8.0,60.5,1026,9,8
2006-04-01,-27.211,-71.056,6.5,12.0,653,7,7
2006-04-01,-27.017,-71.022,6.7,12.0,696,7,6
2006-04-01,60.491,167.516,6.6,11.0,670,8,0
2006-04-01,60.949,167.089,7.6,22.0,889,8,0
2006-04-01,-16.527,176.989,6.5,14.0,654,5,3
2006-03-01,-3.595,127.214,6.7,30.1,691,7,0
2006-02-01,-21.324,33.583,7.0,11.0,891,9,5
2006-01-01,36.311,23.212,6.7,66.0,934,6,7
2006-01-01,28.164,-112.117,6.6,14.0,703,6,7
2005-12-01,36.357,71.093,6.5,224.6,721,5,6
2005-12-01,-6.224,29.83,6.8,22.0,744,7,5
2005-12-01,38.089,142.122,6.5,29.0,683,5,4
2005-11-01,2.164,96.786,6.5,21.0,651,6,3
2005-11-01,-22.361,-67.895,6.8,147.0,711,6,0
2005-10-01,34.539,73.588,7.6,26.0,1267,9,9
2005-09-01,-5.437,151.84,6.6,25.0,670,6,0
2005-09-01,-5.678,-76.398,7.5,115.0,1018,7,8
2005-09-01,-4.539,153.474,7.6,90.0,891,7,5
2005-08-01,38.276,142.039,7.2,36.0,1104,7,7
2005-07-01,7.92,92.19,7.2,16.0,808,5,4
2005-07-01,1.819,97.082,6.7,21.0,693,6,3
2005-07-01,11.245,-86.172,6.6,27.0,719,5,6
2005-06-01,41.292,-125.953,7.2,16.0,1318,4,5
2005-06-01,-19.987,-69.197,7.8,115.6,1020,7,8
2005-05-01,1.989,97.041,6.9,30.0,740,7,5
2005-05-01,0.587,98.459,6.7,34.0,731,5,6
2005-04-01,-1.714,99.779,6.5,30.0,657,6,3
2005-04-01,-1.644,99.607,6.7,19.0,717,6,5
2005-03-01,2.085,97.108,8.6,30.0,1138,8,0
2005-03-01,33.807,130.131,6.6,10.0,805,7,8
2005-03-01,-6.527,129.933,7.1,201.7,776,5,0
2005-02-01,2.908,95.592,6.8,36.0,711,6,0
2005-02-01,-5.562,122.129,6.5,10.0,650,7,0
2005-02-01,4.756,126.421,6.5,39.7,652,5,3
2005-02-01,-14.252,167.259,6.7,206.3,691,4,0
2005-02-01,5.293,123.337,7.1,525.0,782,3,7
2005-01-01,34.064,141.491,6.6,27.8,676,4,6
2004-12-01,8.879,92.375,6.6,16.1,670,5,0
2004-12-01,6.91,92.958,7.2,39.2,802,6,5
2004-12-01,3.295,95.982,9.1,30.0,1274,8,0
2004-12-01,-49.312,161.345,8.1,10.0,1009,5,0
2004-12-01,18.958,-81.409,6.8,10.0,858,6,5
2004-12-01,42.9,145.228,6.8,35.0,724,7,4
2004-11-01,43.006,145.119,7.0,39.0,771,7,4
2004-11-01,-3.609,135.404,7.1,10.0,776,7,0
2004-11-01,-46.676,164.721,7.1,10.0,782,5,5
2004-11-01,4.695,-77.508,7.2,15.0,820,8,8
2004-11-01,-8.152,124.868,7.5,10.0,870,7,5
2004-11-01,-11.128,162.208,6.7,10.0,691,6,0
2004-11-01,49.277,-128.772,6.7,10.0,703,4,7
2004-10-01,37.226,138.779,6.6,16.0,670,8,0
2004-10-01,24.53,122.694,6.7,94.0,705,6,5
2004-10-01,11.422,-86.665,7.0,35.0,754,6,0
2004-10-01,13.925,120.534,6.5,105.0,665,5,5
2004-10-01,-10.951,162.161,6.8,36.0,711,6,0
2004-09-01,33.205,137.227,6.6,10.0,670,4,0
2004-09-01,33.184,137.071,7.4,10.0,842,5,0
2004-09-01,33.07,136.618,7.2,14.0,798,5,0
2004-08-01,-35.173,-70.525,6.5,5.0,650,7,0
2004-07-01,-0.443,133.091,6.5,13.4,650,7,0
2004-06-01,55.682,160.003,6.9,188.6,732,5,0
2004-05-01,-37.695,-73.406,6.6,21.0,670,7,0
2004-04-01,-9.362,122.839,6.7,65.8,691,5,0
2004-04-01,-13.174,167.198,6.5,228.4,650,4,0
2004-04-01,36.512,71.029,6.6,187.1,670,4,0
2004-02-01,-3.665,135.339,6.7,25.7,691,7,0
2004-02-01,-4.003,135.023,7.3,10.0,820,7,0
2004-02-01,-3.615,135.538,7.0,16.6,754,7,0
2004-01-01,-3.12,127.4,6.7,17.4,691,6,0
2003-12-01,-22.015,169.766,7.3,10.0,820,4,0
2003-12-01,28.995,58.311,6.6,10.0,670,9,0
2003-12-01,8.416,-82.824,6.5,33.0,650,6,0
2003-12-01,35.7005,-121.101,6.5,8.382,1390,9,7
2003-12-01,23.039,121.362,6.8,10.0,711,7,0
2003-11-01,-5.581,150.88,6.6,35.0,670,6,0
2003-11-01,12.025,125.416,6.5,35.0,650,6,0
2003-11-01,-19.262,168.892,6.6,113.7,670,5,0
2003-10-01,37.812,142.619,7.0,10.0,754,5,0
2003-10-01,42.648,144.57,6.7,32.0,691,6,0
2003-10-01,50.211,87.721,6.7,10.0,691,7,0
2003-09-01,42.45,144.38,6.5,25.0,650,5,0
2003-09-01,50.038,87.813,7.3,16.0,820,7,0
2003-09-01,41.774,143.593,7.4,33.0,842,7,0
2003-09-01,41.815,143.91,8.16,27.0,1024,9,0
2003-09-01,19.917,95.672,6.6,10.0,670,7,0
2003-08-01,-45.104,167.144,7.2,28.0,798,7,0
2003-08-01,-60.532,-43.411,7.6,10.0,889,6,0
2003-07-01,-3.828,152.174,6.5,33.0,650,6,0
2003-06-01,-30.608,-71.637,6.8,33.0,711,7,0
2003-06-01,55.492,159.999,6.9,174.8,732,5,0
2003-06-01,-5.095,152.502,6.6,33.0,670,6,0
2003-05-01,2.354,128.855,7.0,31.0,754,6,0
2003-05-01,38.849,141.568,7.0,68.0,754,7,0
2003-05-01,36.964,3.634,6.8,12.0,711,9,0
2003-03-01,-8.294,120.743,6.5,33.0,650,7,0
2003-03-01,-4.694,153.238,6.8,40.2,711,7,0
2003-01-01,18.77,-104.104,7.6,24.0,889,7,0
2003-01-01,13.626,-90.774,6.5,24.0,650,6,0
2003-01-01,-10.491,160.77,7.3,33.0,820,6,0
2003-01-01,-5.311,153.701,6.7,71.9,691,5,0
2002-12-01,-4.786,153.275,6.7,34.0,691,6,0
2002-11-01,63.5141,-147.453,7.9,4.2,1750,9,8
2002-11-01,2.824,96.085,7.4,30.0,842,7,0
2002-10-01,63.5144,-147.912,6.6,4.2,670,7,0
2002-10-01,-1.511,133.973,6.7,10.0,691,7,0
2002-10-01,-1.757,134.297,7.6,10.0,889,7,0
2002-09-01,13.036,93.068,6.5,21.0,650,6,0
2002-09-01,-3.302,142.945,7.6,13.0,889,7,0
2002-08-01,14.101,146.199,6.5,30.0,650,4,0
2002-07-01,7.929,-82.793,6.5,10.0,650,7,0
2002-06-01,35.626,49.047,6.5,10.0,650,8,0
2002-06-01,-30.805,-71.124,6.6,54.0,670,7,0
2002-06-01,-12.592,166.383,6.7,33.0,691,5,0
2002-04-01,13.088,144.619,7.1,85.7,776,7,0
2002-04-01,-27.535,-70.586,6.7,62.0,691,7,0
2002-04-01,16.985,-100.865,6.8,24.9,711,6,0
2002-03-01,24.279,122.179,7.1,32.8,776,6,0
2002-03-01,-21.663,-68.329,6.5,125.1,650,5,0
2002-03-01,6.033,124.249,7.5,31.0,865,7,0
2002-03-01,36.502,70.482,7.4,225.6,842,5,0
2002-02-01,-5.345,151.248,6.6,39.0,670,6,0
2002-02-01,38.573,31.271,6.5,5.0,650,7,0
2002-01-01,-3.212,142.427,6.7,11.0,691,8,0
2002-01-01,-17.664,168.004,6.6,10.0,670,6,0
2002-01-01,-17.6,167.856,7.2,21.0,798,6,0
2001-12-01,-9.613,159.53,6.8,16.0,711,7,0
2001-12-01,23.954,122.734,6.8,14.0,711,5,0
2001-12-01,39.402,141.089,6.5,123.8,650,5,0
2001-11-01,35.946,90.541,7.8,10.0,936,9,0
2001-10-01,-5.912,150.196,7.0,33.0,754,7,0
2001-10-01,-4.102,123.907,7.5,33.0,865,6,0
2001-10-01,12.686,144.98,7.0,37.0,754,6,0
2001-09-01,-0.578,133.13,6.5,33.0,650,6,0
2001-07-01,58.775,-154.701,6.6,131.8,754,6,6
2001-07-01,39.059,24.244,6.5,10.0,650,8,0
2001-07-01,-17.543,-72.077,7.6,33.0,889,7,0
2001-07-01,-16.086,-73.987,6.6,62.0,670,7,0
2001-06-01,-17.745,-71.649,6.7,24.0,691,6,0
2001-06-01,-16.265,-73.641,8.4,33.0,1086,8,0
2001-04-01,-7.41,155.865,6.7,17.0,691,6,0
2001-03-01,34.083,132.526,6.8,50.0,711,7,0
2001-03-01,-4.029,128.02,6.5,33.0,650,6,0
2001-02-01,47.149,-122.727,6.8,51.798,1441,7,7
2001-02-01,1.271,126.249,7.1,35.0,776,7,0
2001-02-01,-4.68,102.562,7.4,36.0,842,6,0
2001-02-01,13.671,-88.938,6.6,10.0,670,8,0
2001-01-01,23.419,70.232,7.7,16.0,912,9,0
2001-01-01,-4.022,101.776,6.9,28.0,732,6,0
2001-01-01,13.049,-88.66,7.7,60.0,912,8,0
2001-01-01,56.7744,-153.281,6.9,36.4,745,7,5
2001-01-01,-14.928,167.17,7.1,103.0,776,7,0
2001-01-01,6.631,126.899,6.8,33.0,711,5,0
2001-01-01,6.898,126.579,7.5,33.0,865,7,0
